Timestamp,PID,ProcessName,Status,Duration,ProcessCPUPercent,ProcessMemoryPercent,OverallSystemCPUUsagePercent,Core0_Percent,Core1_Percent,Core2_Percent,Core3_Percent,Core4_Percent,Core5_Percent,Core6_Percent,Core7_Percent,Core8_Percent,Core9_Percent,Core10_Percent,Core11_Percent,Core12_Percent,Core13_Percent,Core14_Percent,Core15_Percent,TotalSystemMemoryUsedGB
2025-09-03T09:01:24+02:00,147,irq/32-aerdrv,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,7675,go,Active,,6.98,0.14,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,113,kworker/15:0H-events_highpri,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,1091,napi/phy0-0,Active,,0.08,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,2610,kworker/R-amdgpu_dm_hpd_rx_offload_wq,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,2631,kworker/R-comp_1.3.1,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,96,cpuhp/11,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,223,kworker/12:1H-kblockd,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,7499,cloudcode_cli,Active,,0.51,0.65,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,91,idle_inject/9,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,4856,goa-identity-service,Active,,0.00,0.07,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,145,irq/30-pciehp,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,2251,upowerd,Active,,0.02,0.07,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,3270,kerneloops,Active,,0.00,0.01,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,107,kworker/13:0H-events_highpri,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,2592,kworker/R-comp_1.3.0,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,3790,gdm3,Active,,0.00,0.06,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,4858,evolution-calendar-factory,Active,,0.00,0.16,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,32,migration/4,Active,,0.07,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,71,kworker/1:0H-events_highpri,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,121,kworker/R-writeback,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,379,kworker/R-nvme-auth-wq,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,413,kworker/4:1-events,Active,,0.02,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,2607,kworker/R-amdgpu_dm_hpd_rx_offload_wq,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,23,cpuhp/0,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,264,irq/47-ASUE120A:00,Active,,0.19,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,4394,gnome-session-binary,Active,,0.01,0.13,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,2191,kworker/R-amdgpu_dm_hpd_rx_offload_wq,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,2604,kworker/R-ttm,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,2622,kworker/R-gfx_0.0.0,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,5262,update-notifier,Active,,0.02,0.21,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,135,kworker/R-edac-poller,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,6267,Isolated Web Co,Active,,5.03,2.84,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,6412,kworker/2:0-pm,Active,,0.01,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,4841,gvfs-afc-volume-monitor,Active,,0.01,0.05,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,6526,kworker/u65:2-ttm,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,7112,code,Active,,0.04,0.32,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,1810,mosquitto,Active,,0.06,0.05,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,41,kworker/6:0H-events_highpri,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,57,ksoftirqd/12,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,85,idle_inject/7,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,104,migration/13,Active,,0.03,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,1463,wpa_supplicant,Active,,0.02,0.07,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,2628,kworker/R-comp_1.0.1,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,1,systemd,Active,,0.20,0.09,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,437,kworker/3:2-events,Active,,0.01,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,3551,dbus-daemon,Active,,0.04,0.04,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,1092,napi/phy0-0,Active,,0.01,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,1093,napi/phy0-0,Active,,0.07,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,1405,cron,Active,,0.00,0.02,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,7113,code,Active,,0.04,0.32,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,60,cpuhp/14,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,7559,bash,Active,,0.13,0.03,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,6525,kworker/u65:1-ttm,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,51,ksoftirqd/10,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,55,idle_inject/12,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,945,kworker/R-cryptd,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,7132,chrome_crashpad_handler,Active,,0.00,0.02,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,7288,code,Active,,0.31,0.47,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,25,idle_inject/2,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,79,idle_inject/5,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
2025-09-03T09:01:24+02:00,166,kworker/15:1-mm_percpu_wq,Active,,0.00,0.00,1.06,1.98,0.00,1.01,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.01,0.00,0.00,0.00,3.38
